es-en.1	5		The President of the Commission, Jean-Claude Juncker, at the request of the Greek Government, sees "positive signs"	6	s4
es-en.1	5		The President of the Commission, Jean-Claude Juncker, sees "positive signs" in the Greek Government request	10	s3
es-en.1	5		The President of the Commission, Jean-Claude Juncker, sees within the Greek Government's petition "positive signs"	8	s1
es-en.1	5		The President of the Commission, Jean-Claude Juncker, sees "positive signs" in the Greek government's request	10	s2
		----			
		----			
		----			
es-en.1	6	----	que pueden allanar el camino hacia un compromiso entre Atenas y sus socios del euro.		
es-en.1	6	----	that can pave the way for a compromise between Athens and its partners in the euro.	10	mt
		----			
es-en.1	6		that can pave the way for a compromise between Athens and its partners in the euro.	8	s1
es-en.1	6		that can pave the way for a compromise between Athens and its partners in the euro.	8	s2
es-en.1	6		that can pave the way for a compromise between Athens and its partners in the euro.	8	s3
es-en.1	6		that could pave the way for a compromise between Athens and its Euro partners.	10	s4
		----			
		----			
		----			
es-en.1	7	----	El presidente Juncker, que ha mantenido conversaciones intensas con el presidente del Eurogrupo, Jeroen Dijsselbloem,		
es-en.1	7	----	President Juncker, who has held intensive talks with the President of the Eurogroup, Jeroen Dijsselbloem,	10	mt
		----			
es-en.1	7		President Juncker, who has held intense talks with the President of the Eurogroup, Jeroen Dijsselbloem,	8	s1
es-en.1	7		President Juncker, who has held intensive talks with the President of Eurogroup, Jeroen Dijsselbloem,	8	s3
es-en.1	7		President Juncker, who has held intensive talks with the President of the Eurogroup, Jeroen Dijsselbloem,	10	s2
es-en.1	7		President Juncker, who has held intensive talks with the President of the Eurogroup, Jeroen Dijsselbloem,	10	s4
		----			
		----			
		----			
es-en.1	8	----	y con el primer ministro griego, Alexis Tsipras, durante la noche y también esta mañana,		
es-en.1	8	----	and with the Greek Prime Minister, Alexis Tsipras, during the night, and this morning,	8	mt
		----			
es-en.1	8		and with the Greek Prime Minister, Alexis Tsipras, during the night, and this morning,	8	s1
es-en.1	8		and with the Greek Prime Minister, Alexis Tsipras, during the night and also this morning,	10	s4
es-en.1	8		and with the Greek Prime Minister, Alexis Tsipras, throughout the night and also this morning,	8	s2
es-en.1	8		and with the Greek Prime Minister, Alexis Tsipras, during the night, and this morning,	8	s3
		----			
		----			
		----			
es-en.1	9	----	ve en esta carta de petición una señal positiva, ha indicado el portavoz comunitario Margaritis Schinas.		
es-en.1	9	----	seen in this letter of request a positive signal, said community spokesman Margaritis Schinas.	8	mt
		----			
es-en.1	9		sees in this request letter a positive sign, said community spokesman Margaritis Schinas.	10	s4
es-en.1	9		sees a positive sign in this letter of request, said community spokesman Margaritis Schinas.	10	s3
es-en.1	9		sees a positive sign in this request, according to community spokesperson Margaritis Schinas.	10	s2
es-en.1	9		a positive signal can be seen in this letter of request, said community spokesman Margaritis Schinas.	8	s1
		----			
		----			
		----			
es-en.1	10	----	Atenas ha negociado a contrarreloj en las últimas horas para formalizar una petición admisible por los socios del euro,		
es-en.1	10	----	Athens has negotiated around the clock in the final hours to formalize an admissible request by euro partners,	6	mt
		----			
es-en.1	10		Athens has negotiated around the clock in the final hours to formalize an admissible request by euro partners,	6	s3
es-en.1	10		Athens has negotiated around the clock in the final hours to formalize an admissible request by euro partners,	6	s1
es-en.1	10		Athens has negotiated around the clock in the final hours to formalize an admissible request by the euro partners,	6	s2
es-en.1	10		Athens has negotiated around the clock in these last  hours to formalize an admissible request for its euro partners,	8	s4
		----			
		----			
		----			
es-en.1	11	----	que está basada, según las primeras informaciones, en un borrador elaborado conjuntamente por el ministro y la Comisión Europea el pasado lunes.		
es-en.1	11	----	that is based, according to the first reports, a draft prepared jointly by the Ministry and the European Commission on Monday.	8	mt
		----			
es-en.1	11		based, according to the first reports, on a draft prepared jointly by the Ministry and the European Commission last Monday.	10	s4
es-en.1	11		that is based, according to the first reports, on a draft prepared jointly by the Ministry and the European Commission last Monday.	10	s2
es-en.1	11		that is based, according to the first reports, on a draft prepared jointly by the Ministry and the European Commission on Monday.	8	s3
es-en.1	11		that is based, according to the first reports, a draft prepared jointly by the Ministry and the European Commission last Monday.	8	s1
		----			
		----			
		----			
es-en.1	12	----	Grecia no quería una extensión del actual rescate con las condiciones asociadas (recortes y reformas).		
es-en.1	12	----	Greece did not want an extension of the current rescue with associated conditions (cuts and reforms).	8	mt
		----			
es-en.1	12		Greece did not want an extension of the current bailout with associated conditions (cuts and reforms).	10	s3
es-en.1	12		Greece did not want an extension of the current rescue with associated conditions (cuts and reforms).	8	s2
es-en.1	12		Greece did not want an extension of the current rescue with its associated conditions (cuts and reforms).	8	s4
es-en.1	12		Greece did not want an extension of the current bailout with the associated conditions (cuts and reforms).	10	s1
		----			
		----			
		----			
es-en.1	13	----	Y Europa quiere que Tsipras pase por el aro, para darle algo de flexibilidad una vez acepte las reglas impuestas.		
es-en.1	13	----	And Europe wants Tsipras pass through the hoop, to give some flexibility once you accept the imposed rules.	4	mt
		----			
es-en.1	13		And Europe wants Tsipras to jump through the hoop, to give some flexibility once he accepts the imposed rules.	6	s4
es-en.1	13		And Europe wants Tsipras to pass through the hoop, to give some flexibility once they accept the imposed rules.	4	s3
es-en.1	13		And Europe wants Tsipras to pass through the hoop, to give some flexibility once the imposed rules are accepted.	6	s1
es-en.1	13		And Europe wants Tsipras to pass through the hoop, to give him some flexibility once the imposed rules are accepted.	8	s2
		----			
		----			
		----			
es-en.1	14	----	Lo más probable, al final, es un acuerdo de compromiso, que parte de la base de la propuesta enviada por Grecia,		
es-en.1	14	----	Is likely, in the end, a compromise agreement, as part of the basis of the proposal submitted by Greece,	6	mt
		----			
es-en.1	14		The most likely, in the end, is a compromise agreement, as part of the basis of the proposal submitted by Greece,	8	s2
es-en.1	14		Most likely, in the end, there will be a compromise agreement, as part of the base of the proposal submitted by Greece,	8	s3
es-en.1	14		In the end, a compromise agreement is likely, as part of the basis of the proposal submitted by Greece,	8	s4
es-en.1	14		It is most likely that, in the end, a compromise agreement, taking the proposal submitted by Greece as a starting point,	10	s1
		----			
		----			
		----			
es-en.1	15	----	pero en la que el Eurogrupo incluirá las exigencias de Alemania y compañía, según las fuentes consultadas.		
es-en.1	15	----	but in which the Eurogroup will include demands for Germany and company, according to the sources consulted.	6	mt
		----			
es-en.1	15		but in which Eurogroup will include demands for Germany and company, according to the sources consulted.	6	s3
es-en.1	15		but in which the Eurogroup will include demands for Germany and company, according to the sources consulted.	6	s2
es-en.1	15		but in which the Eurogroup will include demands for Germany and company, according to the sources consulted.	6	s4
es-en.1	15		but in which the Eurogroup will include demands from Germany and company, according to the sources consulted.	10	s1
		----			
		----			
		----			
es-en.1	16	----	Queda negociación para rato.		
es-en.1	16	----	Bargaining is for a while.	4	mt
		----			
es-en.1	16		Bargaining will take a while.	8	s3
es-en.1	16		Bargaining will last for a while.	8	s4
es-en.1	16		Bargaining will last for a while.	8	s2
es-en.1	16		There is still time for negotiation.	2	s1
		----			
		----			
		----			
es-en.1	17	----	Y no demasiado tiempo: el programa actual acaba en febrero		
es-en.1	17	----	And not too long: the current program ends in February	10	mt
		----			
es-en.1	17		And there is not much time: the current program ends in February	10	s3
es-en.1	17		But not too long: the current program ends in February	8	s1
es-en.1	17		And not too long: the current program ends in February	10	s4
es-en.1	17		And not too long: the current program ends in February	10	s2
		----			
		----			
		----			
es-en.1	18	----	y las necesidades financieras de Grecia son inasumibles por el Estado heleno sin la ayuda de los socios europeos.		
es-en.1	18	----	and the financial needs of Greece are impractical by the Greek State without the help of its European partners.	8	mt
		----			
es-en.1	18		and the financial needs of Greece are impractical for the Greek State without the help of its European partners.	8	s2
es-en.1	18		and the financial needs of Greece are impractical by the Greek State without the help of its European partners.	8	s3
es-en.1	18		and the financial needs of Greece are insurmountable by the Greek State without the help of its European partners.	8	s4
es-en.1	18		it is impossible for the Greek State to assume the financial needs of Greece without the help of its European partners.	10	s1
		----			
		----			
		----			
es-en.1	19	----	Atenas y sus bancos no tienen acceso al mercado.		
es-en.1	19	----	Athens and its banks do not have access to the market.	10	mt
		----			
es-en.1	19		Athens and its banks do not have access to the market.	10	s3
es-en.1	19		Athens and its banks do not have access to the market.	10	s2
es-en.1	19		Athens and its banks do not have access to the market.	10	s1
es-en.1	19		Athens and its banks do not have access to the market.	10	s4
		----			
		----			
		----			
es-en.1	20	----	La economía se ha parado.		
es-en.1	20	----	The economy has stopped.	10	mt
		----			
es-en.1	20		The economy has stopped.	10	s2
es-en.1	20		The economy has stopped.	10	s1
es-en.1	20		The economy has stopped.	10	s3
es-en.1	20		The economy has stopped.	10	s4
		----			
		----			
		----			
es-en.1	21	----	La huida de capitales no se detiene.		
es-en.1	21	----	Capital flight is not stopped.	8	mt
		----			
es-en.1	21		Capital flight has not stopped.	8	s3
es-en.1	21		Capital trading is not stopped.	6	s1
es-en.1	21		Capital flight is not stopped.	8	s4
es-en.1	21		Capital flight has not stopped.	8	s2
		----			
		----			
		----			
es-en.1	22	----	Y Atenas ni siquiera tiene ya un superávit primario (sin contar el pago de intereses) con el que presumir y negociar.		
es-en.1	22	----	And Athens has even already a primary surplus (excluding interest payments) that show off and negotiate.	4	mt
		----			
es-en.1	22		And Athens even already has a primary surplus (excluding interest payments) to show off and negotiate.	4	s2
es-en.1	22		And Athens still does not have a primary surplus (excluding interest payments) with which to show off and negotiate.	10	s3
es-en.1	22		And Athens does not even have a primary surplus (excluding interest payments) in order to boast and negotiate.	8	s1
es-en.1	22		And Athens does not even have a primary surplus (excluding interest payments) to show off and negotiate with.	10	s4
		----			
		----			
		----			
es-en.1	23	----	La petición griega será examinada este jueves por el grupo de trabajo del Eurogrupo		
es-en.1	23	----	The Greek request will be examined Thursday by the Eurogroup working group	10	mt
		----			
es-en.1	23		The Greek request will be examined Thursday by the Eurogroup working group	10	s4
es-en.1	23		The Greek request will be examined Thursday by the Eurogroup working group	10	s3
es-en.1	23		The Greek request will be examined this Thursday by the Eurogroup working group	10	s2
es-en.1	23		The Greek request will be examined this Thursday by the working Eurogroup.	8	s1
		----			
		----			
		----			
es-en.1	24	----	y mañana viernes por los ministros de la zona euro (Eurogrupo), según ha confirmado también Dijsselbloem en Twitter.		
es-en.1	24	----	and Friday morning by the Ministers of the zone euro (Eurogroup), as also confirmed by Dijsselbloem on Twitter.	8	mt
		----			
es-en.1	24		and Friday morning by the Ministers of the euro area (Eurogroup), as also confirmed by Dijsselbloem on Twitter.	8	s3
es-en.1	24		and tomorrow, Friday, by the Ministers of the euro zone (Eurogroup), as also confirmed by Dijsselbloem on Twitter.	10	s1
es-en.1	24		and Friday morning by the Ministers of the Euro zone (Eurogroup), as also confirmed by Dijsselbloem on Twitter.	8	s4
es-en.1	24		and Friday morning by the Ministers of the euro zone (Eurogroup), as confirmed also by Dijsselbloem on Twitter.	8	s2
		----			
		----			
		----			
es-en.1	25	----	El BCE dio anoche un empujón a Atenas, con la ampliación de las líneas de liquidez de emergencia.		
es-en.1	25	----	The ECB last night gave a boost to Athens, with the extension of the emergency liquidity lines.	10	mt
		----			
es-en.1	25		Last night the ECB gave a boost to Athens, with the extension of the emergency liquidity lines.	10	s3
es-en.1	25		The ECB last night gave a boost to Athens, with the extension of the emergency liquidation lines.	8	s1
es-en.1	25		Last night the ECB gave a boost to Athens, with the extension of the emergency liquidity lines.	10	s4
es-en.1	25		The ECB gave a boost to Athens last night, with the extension of the emergency liquidity lines.	10	s2
		----			
		----			
		----			
es-en.2	0	----	La oferta de Tsipras y Varoufakis, si es aceptada por el Eurogrupo, daría un espaldarazo a la maltrecha economía, a las finanzas y a los mercados en Grecia.		
es-en.2	0	----	Tsipras and Varoufakis, offer if it is accepted by the Eurogroup, would give a boost to the ailing economy, finances and markets in Greece.	8	mt
		----			
es-en.2	0		Tsipras and Varoufakis' offer, if it is accepted by the Eurogroup, would give a boost to the ailing economy, finances and markets in Greece.	10	s3
es-en.2	0		Tsipras and Varoufakis' offer, if it is accepted by the Eurogroup, would give a boost to the ailing economy, finances and markets in Greece.	10	s1
es-en.2	0		Tsipras and Varoufakis' offer, if it is accepted by the Eurogroup, would give a boost to the ailing economy, finances and markets in Greece.	10	s4
es-en.2	0		The offer from Tsipras and Varoufakis, if accepted by the Eurogroup, would give a boost to the ailing economy, finances and markets in Greece.	10	s2
		----			
		----			
		----			
es-en.2	1	----	La primera reacción del mercado no se ha hecho esperar: caída de la prima de riesgo y subida inmediata del euro.		
es-en.2	1	----	The first reaction of the market did not expect: drop the premium risk and immediate ascent of the euro.	6	mt
		----			
es-en.2	1		The first reaction of the market happened quickly: the risk premium dropped and an immediate climb of the euro was seen.	10	s1
es-en.2	1		The first reaction of the market was unexpected: the drop of the premium risk and immediate ascent of the euro.	6	s2
es-en.2	1		The first reaction of the market was not expected: a drop in the premium risk and the immediate ascent of the euro.	6	s3
es-en.2	1		The first reaction of the market was not expected; there was a drop in the risk premium and an immediate ascent in the euro.	6	s4
		----			
		----			
		----			
es-en.2	2	----	Aunque los mercados descuentan el acuerdo desde hace días, a pesar del cruce de declaraciones cada vez más subidas de tono por ambos bandos.		
es-en.2	2	----	Although the markets discounted the agreement for days, despite crossing the statements more and more racy by both sides.	4	mt
		----			
es-en.2	2		The markets discounted the agreement for days, despite the statements by both sides that became more and more harsh.	8	s4
es-en.2	2		Although the markets discounted the agreement for days, despite the cross statements being more and more racy by both sides.	6	s3
es-en.2	2		Although the markets discounted the agreement days ago, despite the crossing of statements more and more the tone rises on both sides.	4	s1
es-en.2	2		Although the markets discounted the agreement for days, the statements became more and more racy by both sides.	6	s2
		----			
		----			
		----			
es-en.2	3	----	El Gobierno de Alexis Tsipras ha optado por un acuerdo “puente de deuda” para capear los próximos seis meses		
es-en.2	3	----	The Government of Alexis Tsipras has opted for a "debt bridge" agreement to weather the coming six months	10	mt
		----			
es-en.2	3		The Government of Alexis Tsipras has opted for a "debt bridge" agreement to weather the coming six months	10	s2
es-en.2	3		The Government of Alexis Tsipras has opted for a "debt bridge" agreement to weather the coming six months	10	s1
es-en.2	3		The Government of Alexis Tsipras has opted for a "debt bridge" agreement to weather the upcoming six months	10	s3
es-en.2	3		The Government of Alexis Tsipras has opted for a "debt bridge" agreement to weather the next six months	10	s4
		----			
		----			
		----			
es-en.2	4	----	—hasta negociar un nuevo rescate— cumpliendo el grueso de los compromisos adquiridos,		
es-en.2	4	----	-to negotiate a new rescue - serving the bulk of commitments,	4	mt
		----			
es-en.2	4		-until a new bailout is negotiated - serving the bulk of necessary commitments,	6	s1
es-en.2	4		-to negotiate a new bailout - serving the bulk of the acquired commitments,	6	s3
es-en.2	4		-to negotiate a new rescue - serving the bulk of commitments,	4	s2
es-en.2	4		-even negotiating a new rescue - serving the bulk of commitments,	4	s4
		----			
		----			
		----			
es-en.2	5	----	pero dejando de lado otros por la dramática crisis que atraviesa el país.		
es-en.2	5	----	but leaving aside others by the dramatic crisis affecting the country.	6	mt
		----			
es-en.2	5		but leaving aside others for the dramatic crisis affecting the country.	6	s3
es-en.2	5		but leaving behind others due to the dramatic crisis affecting the country.	10	s1
es-en.2	5		but leaving aside others by the dramatic crisis affecting the country.	6	s2
es-en.2	5		but leaving aside others in the dramatic crisis that is affecting the country.	8	s4
		----			
		----			
		----			
es-en.2	6	----	Atenas, consciente de que carece de apoyos, dio este miércoles una dosis de inesperada transparencia		
es-en.2	6	----	Athens, aware that it lacks of support, gave Wednesday a dose of unexpected transparency	8	mt
		----			
es-en.2	6		Athens, aware that it lacks support, gave a dose of unexpected transparency on Wednesday	10	s2
es-en.2	6		Athens, aware that it lacks of support, gave a dose of unexpected transparency on Wednesday	8	s4
es-en.2	6		Athens, aware that it lacks support, gave a dose of unexpected transparency on Wednesday	10	s3
es-en.2	6		Athens, aware that it lacks support, this Wednesday showed a dose of unexpected transparency	10	s1
		----			
		----			
		----			
es-en.2	7	----	y su ministro de Finanzas, Yanis Varoufakis, publicó un jugoso paquete de documentos en los que detalla sus peticiones.		
es-en.2	7	----	and his Minister of finance, Yanis Varoufakis, published a juicy package of documents detailing their demands.	8	mt
		----			
es-en.2	7		and the Minister of Finance, Yanis Varoufakis, published a juicy package of documents detailing his demands.	8	s2
es-en.2	7		and its Minister of finance, Yanis Varoufakis, published a large package of documents detailing their demands.	8	s1
es-en.2	7		and its Minister of finance, Yanis Varoufakis, published a juicy package of documents detailing their demands.	10	s4
es-en.2	7		and its Minister of finance, Yanis Varoufakis, published a juicy package of documents detailing their demands.	10	s3
		----			
		----			
		----			
es-en.2	8	----	Sobre todo, concreta algunas de sus concesiones a los socios en aras de un acuerdo.		
es-en.2	8	----	Above all, specific some of its concessions to members for the sake of an agreement.	8	mt
		----			
es-en.2	8		Above all, it specifies some of its concessions to members for the sake of an agreement.	10	s4
es-en.2	8		Above all, it specifies some of its concessions to members for the sake of an agreement.	10	s2
es-en.2	8		Above all, it specified some of its concessions to members for the sake of an agreement.	10	s3
es-en.2	8		Above all, it specifies some of his concessions to members for the sake of an agreement.	10	s1
		----			
		----			
		----			
es-en.2	9	----	Varoufakis replicó así el aluvión de críticas en varias capitales, que han acusado una y otra vez a Atenas de no especificar su oferta.		
es-en.2	9	----	Varoufakis, so said the barrage of criticism in several capitals, which have accused Athens of not specifying its offer again and again.	6	mt
		----			
es-en.2	9		Varoufakis, responded to the barrage of criticism in several capitals, which have accused Athens of not specifying its offer again and again.	8	s1
es-en.2	9		Varoufakis replied to the barrage of criticism in several capitals, which have accused Athens of not specifying its offer again and again.	8	s2
es-en.2	9		Varoufakis, replied to the barrage of criticism in several capitals, which have accused Athens of not specifying its offer again and again.	8	s3
es-en.2	9		Varoufakis, replied to the barrage of criticism in several capitals, which have accused Athens again and again of not specifying its offer.	10	s4
		----			
		----			
		----			
es-en.2	10	----	Grecia necesita este año 17.000 millones para pagar a sus acreedores, y la incipiente recesión,		
es-en.2	10	----	Greece needs 17 billion this year to pay its creditors, and the incipient recession,	10	mt
		----			
es-en.2	10		Greece needs 17 billion this year to pay its creditors, and the incipient recession,	10	s2
es-en.2	10		Greece needs 17 billion this year to pay its creditors, and the incipient recession,	10	s3
es-en.2	10		Greece needs 17 billion this year to pay its creditors, and the incipient recession,	10	s4
es-en.2	10		Greece needs 17 billion this year to pay its creditors, and the incipient recession,	10	s1
		----			
		----			
		----			
es-en.2	11	----	la caída de los ingresos públicos y las aperturas en la banca reducen su margen de maniobra.		
es-en.2	11	----	falling government revenues and openings in banking reduce its room for manoeuvre.	10	mt
		----			
es-en.2	11		falling government revenues and openings in banking reduce its room for manoeuvre.	10	s3
es-en.2	11		falling government revenues and openings in banking reduce its room for manoeuvre.	10	s2
es-en.2	11		falling government revenues and openings in banking reduce its room for manoeuvre.	10	s4
es-en.2	11		falling government revenues and openings in banking reduce its room for manoeuvre.	10	s1
		----			
		----			
		----			
es-en.2	12	----	Según la declaración de intenciones de Varoufakis, Atenas pide "un acuerdo puente" y a cambio asegura que pagará religiosamente		
es-en.2	12	----	According to the Declaration of intent of Varoufakis, Athens calls "bridge agreement" and in return ensures that it will pay religiously	8	mt
		----			
es-en.2	12		According to Varoufakis' delcaration of his intentions, Athens calls for a "bridge agreement" and in return ensures that it will pay religiously	10	s3
es-en.2	12		According to the Declaration of intent from Varoufakis, Athens calls for a "bridge agreement" and in return ensures that it will pay faithfully	10	s1
es-en.2	12		According to Varoufakis' Declaration of intent, Athens requests a "bridge agreement" and in return ensures that it will pay faithfully	10	s4
es-en.2	12		According to the declaration of intent of Varoufakis, Athens asks for a "bridge agreement" and in return ensures that it will pay religiously	10	s2
		----			
		----			
		----			
es-en.2	13	----	y que hará reformas y recortes, pero a un ritmo menos sangrante para todos.		
es-en.2	13	----	and that will make reforms and cuts, but at a less bloody pace for all.	8	mt
		----			
es-en.2	13		and that will make reforms and cuts, but at a less bloody pace for all involved.	8	s4
es-en.2	13		and that it will make reforms and cuts, but at a less bloody pace for all.	10	s2
es-en.2	13		and that it will make reforms and cuts, but at a less bloody pace for all.	10	s3
es-en.2	13		and that it will make reforms and cuts, but at a less rapid pace for all.	8	s1
		----			
		----			
		----			
es-en.2	14	----	El Gobierno griego pide 1.900 millones procedentes de los beneficios obtenidos con la compra de deuda griega por parte del BCE.		
es-en.2	14	----	The Greek Government asked 1,900 million from the profits gained from the purchase of Greek debt by the ECB.	8	mt
		----			
es-en.2	14		The Greek government asked for 1,900 million from the profits gained from the purchase of Greek debt by the ECB.	10	s2
es-en.2	14		The Greek Government asked for 1.9 billion from the profits gained from the purchase of Greek debt by the ECB.	10	s4
es-en.2	14		The Greek Government asked for 1,900 million from the profits gained from the purchase of Greek debt by the ECB.	10	s3
es-en.2	14		The Greek Government asked for 1.9 billion from the profits gained from the purchase of Greek debt by the ECB.	10	s1
		----			
		----			
		----			
es-en.2	15	----	También reclama un fondo de 11.000 millones para estabilizar sus bancos.		
es-en.2	15	----	It also claims a 11 billion Fund to stabilize their banks.	8	mt
		----			
es-en.2	15		It also requests a fund of 11 billion to stabilize its banks.	10	s4
es-en.2	15		It also claims an 11 billion Fund to stabilize their banks.	8	s1
es-en.2	15		It also claims a fund of 11 billion to stabilize its banks.	10	s2
es-en.2	15		It also claims a 11 billion Fund to stabilize their banks.	8	s3
		----			
		----			
		----			
es-en.2	16	----	Y exige que se permita a sus entidades ampliar el límite de bonos del Tesoro que pueden adquirir.		
es-en.2	16	----	And it calls for allowing their institutions extend the limit of Treasury bills that can be purchased.	8	mt
		----			
es-en.2	16		And it calls for an allowance by their institutions to extend the limit of Treasury bills that can be purchased.	6	s3
es-en.2	16		And it calls for allowing its institutions extend the limit of Treasury bills that can be purchased.	8	s2
es-en.2	16		And it calls for allowing its institutions to extend the limit of Treasury bills that can be purchased.	10	s4
es-en.2	16		And it calls for allowing their institutions to extend the limit of Treasury bills that can be purchased.	8	s1
		----			
		----			
		----			
es-en.2	17	----	En contraprestación, se compromete a perseverar en las reformas (que sigue sin detallar lo suficiente),		
es-en.2	17	----	In consideration, undertakes to persevere in reforms (which is still detailed enough),	6	mt
		----			
es-en.2	17		In consideration, it undertakes to persevere in reforms (still without sufficient details),	10	s2
es-en.2	17		To balance this out, it promises to persevere in reforms (which still lacks sufficient detail),	10	s1
es-en.2	17		In consideration, it undertakes to persevere in reforms (which still is not detailed enough),	8	s3
es-en.2	17		In consideration, it undertakes to persevere in reforms (which is still not detailed enough),	8	s4
		----			
		----			
		----			
es-en.2	18	----	promete acabar con los grupos de interés y dice que aprobará medidas contra la corrupción y la evasión fiscal.		
es-en.2	18	----	It promises to do away with interest groups and says it will adopt measures against corruption and tax evasion.	10	mt
		----			
es-en.2	18		it promises to do away with interest groups and says it will adopt measures against corruption and tax evasion.	10	s4
es-en.2	18		It promises to do away with interest groups and says it will adopt measures against corruption and tax evasion.	10	s1
es-en.2	18		promises to do away with interest groups and says it will adopt measures against corruption and tax evasion.	10	s2
es-en.2	18		It promises to do away with interest groups and says it will adopt measures against corruption and tax evasion.	10	s3
		----			
		----			
		----			
es-en.2	19	----	También pide algo de árnica —gasto social para los problemas más acuciantes— e impone varias líneas rojas.		
es-en.2	19	----	It also asks some arnica - social expenditure for the most pressing problems - and imposes several red lines.	8	mt
		----			
es-en.2	19		It also petitions for some arnica - social expenditure for the most pressing problems - and imposes several red lines.	10	s1
es-en.2	19		It also asks for arnica - social expenditure for the most pressing problems - and imposes several red lines.	8	s2
es-en.2	19		It also asks some arnica - social expenditure for the most pressing problems - and imposes several red lines.	10	s3
es-en.2	19		It also asks for arnica - social expenditure for the most pressing problems - and imposes several guidelines.	8	s4
		----			
		----			
		----			
es-en.2	20	----	No a recortar pensiones.		
es-en.2	20	----	Not to cut pensions.	8	mt
		----			
es-en.2	20		Not to cut pensions.		s2
es-en.2	20		To not cut pensions.	8	s3
es-en.2	20		To not cut pensions.	8	s1
es-en.2	20		Not to cut pensions.	8	s4
		----		8	
		----			
		----			
es-en.2	21	----	No a subir el IVA.		
es-en.2	21	----	Not to raise VAT.		mt
		----		8	
es-en.2	21		Not to raise VAT.		s4
es-en.2	21		Not to raise VAT.	8	s2
es-en.2	21		To not raise VAT.	8	s1
es-en.2	21		To not raise VAT.	8	s3
		----		8	
		----			
		----			
es-en.2	22	----	No a los desahucios.		
es-en.2	22	----	Not to the evictions.	8	mt
		----			
es-en.2	22		To not allow the evictions.	8	s1
es-en.2	22		To not have evictions.	8	s3
es-en.2	22		Not to carry out evictions.	8	s4
es-en.2	22		No evictions.	8	s2
		----			
		----			
		----			
es-en.2	23	----	No al programa de privatizaciones a toda velocidad que quería la troika.		
es-en.2	23	----	No to the privatization programme at full speed I wanted to the troika.	6	mt
		----			
es-en.2	23		To not have the privatization programme at the full speed that the troika wanted.	8	s3
es-en.2	23		No to the privatization programme at full speed that the troika wanted.	10	s4
